SUMMARY_LOG,LOWER_LIMIT,UPPER_LIMIT,SPOT_METRIC_LIV_LOG,DISTANCE_LIV_TEMPERATURE,MIN_ABNORMAL_RANGE,MAX_ABNORMAL_RANGE,INCLUDE_OK2SEND
EOLR_sfr_20cm_Acc_60F_min_tan_x,,,EOLR_sfr_20cm_Acc_60F_min_tan_x,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_60F_min_tan_y,,,EOLR_sfr_20cm_Acc_60F_min_tan_y,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_75F_min_tan,,,EOLR_sfr_20cm_Acc_75F_min_tan,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_75F_min_tan_x,,,EOLR_sfr_20cm_Acc_75F_min_tan_x,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_75F_min_tan_y,,,EOLR_sfr_20cm_Acc_75F_min_tan_y,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_edge_min_tan,,,EOLR_sfr_20cm_Acc_edge_min_tan,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_edge_min_tan_x,,,EOLR_sfr_20cm_Acc_edge_min_tan_x,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_edge_min_tan_y,,,EOLR_sfr_20cm_Acc_edge_min_tan_y,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_cen_min_sag,,,EOLR_sfr_20cm_Acc_cen_min_sag,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_cen_min_sag_x,,,EOLR_sfr_20cm_Acc_cen_min_sag_x,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_cen_min_sag_y,,,EOLR_sfr_20cm_Acc_cen_min_sag_y,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_30F_min_sag,,,EOLR_sfr_20cm_Acc_30F_min_sag,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_30F_min_sag_x,,,EOLR_sfr_20cm_Acc_30F_min_sag_x,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_30F_min_sag_y,,,EOLR_sfr_20cm_Acc_30F_min_sag_y,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_60F_min_sag,,,EOLR_sfr_20cm_Acc_60F_min_sag,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_60F_min_sag_x,,,EOLR_sfr_20cm_Acc_60F_min_sag_x,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_60F_min_sag_y,,,EOLR_sfr_20cm_Acc_60F_min_sag_y,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_75F_min_sag,,,EOLR_sfr_20cm_Acc_75F_min_sag,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_75F_min_sag_x,,,EOLR_sfr_20cm_Acc_75F_min_sag_x,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_75F_min_sag_y,,,EOLR_sfr_20cm_Acc_75F_min_sag_y,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_edge_min_sag,,,EOLR_sfr_20cm_Acc_edge_min_sag,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_edge_min_sag_x,,,EOLR_sfr_20cm_Acc_edge_min_sag_x,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_edge_min_sag_y,,,EOLR_sfr_20cm_Acc_edge_min_sag_y,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_cen_max_tan,,,EOLR_sfr_20cm_Acc_cen_max_tan,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_cen_max_tan_x,,,EOLR_sfr_20cm_Acc_cen_max_tan_x,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_cen_max_tan_y,,,EOLR_sfr_20cm_Acc_cen_max_tan_y,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_30F_max_tan,,,EOLR_sfr_20cm_Acc_30F_max_tan,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_30F_max_tan_x,,,EOLR_sfr_20cm_Acc_30F_max_tan_x,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_30F_max_tan_y,,,EOLR_sfr_20cm_Acc_30F_max_tan_y,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_60F_max_tan,,,EOLR_sfr_20cm_Acc_60F_max_tan,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_60F_max_tan_x,,,EOLR_sfr_20cm_Acc_60F_max_tan_x,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_60F_max_tan_y,,,EOLR_sfr_20cm_Acc_60F_max_tan_y,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_75F_max_tan,,,EOLR_sfr_20cm_Acc_75F_max_tan,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_75F_max_tan_x,,,EOLR_sfr_20cm_Acc_75F_max_tan_x,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_75F_max_tan_y,,,EOLR_sfr_20cm_Acc_75F_max_tan_y,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_edge_max_tan,,,EOLR_sfr_20cm_Acc_edge_max_tan,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_edge_max_tan_x,,,EOLR_sfr_20cm_Acc_edge_max_tan_x,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_edge_max_tan_y,,,EOLR_sfr_20cm_Acc_edge_max_tan_y,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_cen_max_sag,,,EOLR_sfr_20cm_Acc_cen_max_sag,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_cen_max_sag_x,,,EOLR_sfr_20cm_Acc_cen_max_sag_x,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_cen_max_sag_y,,,EOLR_sfr_20cm_Acc_cen_max_sag_y,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_30F_max_sag,,,EOLR_sfr_20cm_Acc_30F_max_sag,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_30F_max_sag_x,,,EOLR_sfr_20cm_Acc_30F_max_sag_x,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_30F_max_sag_y,,,EOLR_sfr_20cm_Acc_30F_max_sag_y,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_60F_max_sag,,,EOLR_sfr_20cm_Acc_60F_max_sag,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_60F_max_sag_x,,,EOLR_sfr_20cm_Acc_60F_max_sag_x,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_60F_max_sag_y,,,EOLR_sfr_20cm_Acc_60F_max_sag_y,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_75F_max_sag,,,EOLR_sfr_20cm_Acc_75F_max_sag,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_75F_max_sag_x,,,EOLR_sfr_20cm_Acc_75F_max_sag_x,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_75F_max_sag_y,,,EOLR_sfr_20cm_Acc_75F_max_sag_y,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_edge_max_sag,,,EOLR_sfr_20cm_Acc_edge_max_sag,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_edge_max_sag_x,,,EOLR_sfr_20cm_Acc_edge_max_sag_x,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_edge_max_sag_y,,,EOLR_sfr_20cm_Acc_edge_max_sag_y,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_cen_avg_tan,,,EOLR_sfr_20cm_Acc_cen_avg_tan,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_30F_avg_tan,,,EOLR_sfr_20cm_Acc_30F_avg_tan,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_60F_avg_tan,,,EOLR_sfr_20cm_Acc_60F_avg_tan,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_75F_avg_tan,,,EOLR_sfr_20cm_Acc_75F_avg_tan,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_edge_avg_tan,,,EOLR_sfr_20cm_Acc_edge_avg_tan,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_cen_avg_sag,,,EOLR_sfr_20cm_Acc_cen_avg_sag,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_30F_avg_sag,,,EOLR_sfr_20cm_Acc_30F_avg_sag,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_60F_avg_sag,,,EOLR_sfr_20cm_Acc_60F_avg_sag,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_75F_avg_sag,,,EOLR_sfr_20cm_Acc_75F_avg_sag,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_edge_avg_sag,,,EOLR_sfr_20cm_Acc_edge_avg_sag,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_cen_stdev_tan,,,EOLR_sfr_20cm_Acc_cen_stdev_tan,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_30F_stdev_tan,,,EOLR_sfr_20cm_Acc_30F_stdev_tan,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_60F_stdev_tan,,,EOLR_sfr_20cm_Acc_60F_stdev_tan,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_75F_stdev_tan,,,EOLR_sfr_20cm_Acc_75F_stdev_tan,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_edge_stdev_tan,,,EOLR_sfr_20cm_Acc_edge_stdev_tan,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_cen_stdev_sag,,,EOLR_sfr_20cm_Acc_cen_stdev_sag,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_30F_stdev_sag,,,EOLR_sfr_20cm_Acc_30F_stdev_sag,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_60F_stdev_sag,,,EOLR_sfr_20cm_Acc_60F_stdev_sag,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_75F_stdev_sag,,,EOLR_sfr_20cm_Acc_75F_stdev_sag,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_edge_stdev_sag,,,EOLR_sfr_20cm_Acc_edge_stdev_sag,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_TB_Inner_Delta,,,EOLR_sfr_20cm_Acc_TB_Inner_Delta,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_LR_Inner_Delta,,,EOLR_sfr_20cm_Acc_LR_Inner_Delta,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_TB_Mid_Delta,,,EOLR_sfr_20cm_Acc_TB_Mid_Delta,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_LR_Mid_Delta,,,EOLR_sfr_20cm_Acc_LR_Mid_Delta,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_TB_Edge_Delta,,,EOLR_sfr_20cm_Acc_TB_Edge_Delta,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_LR_Edge_Delta,,,EOLR_sfr_20cm_Acc_LR_Edge_Delta,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_Max_Inner_Delta,,,EOLR_sfr_20cm_Acc_Max_Inner_Delta,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_Max_Mid_Delta,,,EOLR_sfr_20cm_Acc_Max_Mid_Delta,Rx,None,None,TRUE
EOLR_sfr_20cm_Acc_Max_Edge_Delta,,,EOLR_sfr_20cm_Acc_Max_Edge_Delta,Rx,None,None,TRUE
EOLR_sfr_20cm_001_Ny8,,,EOLR_sfr_20cm_001_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_001_Ny4,,,EOLR_sfr_20cm_001_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_001_Ny2,,,EOLR_sfr_20cm_001_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_001_Acc,,,EOLR_sfr_20cm_001_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_001_x,,,EOLR_sfr_20cm_001_x,Rx,None,None,TRUE
EOLR_sfr_20cm_001_y,,,EOLR_sfr_20cm_001_y,Rx,None,None,TRUE
EOLR_sfr_20cm_001_radius,,,EOLR_sfr_20cm_001_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_002_Ny8,,,EOLR_sfr_20cm_002_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_002_Ny4,,,EOLR_sfr_20cm_002_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_002_Ny2,,,EOLR_sfr_20cm_002_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_002_Acc,,,EOLR_sfr_20cm_002_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_002_x,,,EOLR_sfr_20cm_002_x,Rx,None,None,TRUE
EOLR_sfr_20cm_002_y,,,EOLR_sfr_20cm_002_y,Rx,None,None,TRUE
EOLR_sfr_20cm_002_radius,,,EOLR_sfr_20cm_002_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_003_Ny8,,,EOLR_sfr_20cm_003_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_003_Ny4,,,EOLR_sfr_20cm_003_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_003_Ny2,,,EOLR_sfr_20cm_003_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_003_Acc,,,EOLR_sfr_20cm_003_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_003_x,,,EOLR_sfr_20cm_003_x,Rx,None,None,TRUE
EOLR_sfr_20cm_003_y,,,EOLR_sfr_20cm_003_y,Rx,None,None,TRUE
EOLR_sfr_20cm_003_radius,,,EOLR_sfr_20cm_003_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_004_Ny8,,,EOLR_sfr_20cm_004_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_004_Ny4,,,EOLR_sfr_20cm_004_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_004_Ny2,,,EOLR_sfr_20cm_004_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_004_Acc,,,EOLR_sfr_20cm_004_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_004_x,,,EOLR_sfr_20cm_004_x,Rx,None,None,TRUE
EOLR_sfr_20cm_004_y,,,EOLR_sfr_20cm_004_y,Rx,None,None,TRUE
EOLR_sfr_20cm_004_radius,,,EOLR_sfr_20cm_004_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_005_Ny8,,,EOLR_sfr_20cm_005_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_005_Ny4,,,EOLR_sfr_20cm_005_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_005_Ny2,,,EOLR_sfr_20cm_005_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_005_Acc,,,EOLR_sfr_20cm_005_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_005_x,,,EOLR_sfr_20cm_005_x,Rx,None,None,TRUE
EOLR_sfr_20cm_005_y,,,EOLR_sfr_20cm_005_y,Rx,None,None,TRUE
EOLR_sfr_20cm_005_radius,,,EOLR_sfr_20cm_005_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_006_Ny8,,,EOLR_sfr_20cm_006_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_006_Ny4,,,EOLR_sfr_20cm_006_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_006_Ny2,,,EOLR_sfr_20cm_006_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_006_Acc,,,EOLR_sfr_20cm_006_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_006_x,,,EOLR_sfr_20cm_006_x,Rx,None,None,TRUE
EOLR_sfr_20cm_006_y,,,EOLR_sfr_20cm_006_y,Rx,None,None,TRUE
EOLR_sfr_20cm_006_radius,,,EOLR_sfr_20cm_006_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_007_Ny8,,,EOLR_sfr_20cm_007_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_007_Ny4,,,EOLR_sfr_20cm_007_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_007_Ny2,,,EOLR_sfr_20cm_007_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_007_Acc,,,EOLR_sfr_20cm_007_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_007_x,,,EOLR_sfr_20cm_007_x,Rx,None,None,TRUE
EOLR_sfr_20cm_007_y,,,EOLR_sfr_20cm_007_y,Rx,None,None,TRUE
EOLR_sfr_20cm_007_radius,,,EOLR_sfr_20cm_007_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_008_Ny8,,,EOLR_sfr_20cm_008_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_008_Ny4,,,EOLR_sfr_20cm_008_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_008_Ny2,,,EOLR_sfr_20cm_008_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_008_Acc,,,EOLR_sfr_20cm_008_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_008_x,,,EOLR_sfr_20cm_008_x,Rx,None,None,TRUE
EOLR_sfr_20cm_008_y,,,EOLR_sfr_20cm_008_y,Rx,None,None,TRUE
EOLR_sfr_20cm_008_radius,,,EOLR_sfr_20cm_008_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_009_Ny8,,,EOLR_sfr_20cm_009_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_009_Ny4,,,EOLR_sfr_20cm_009_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_009_Ny2,,,EOLR_sfr_20cm_009_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_009_Acc,,,EOLR_sfr_20cm_009_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_009_x,,,EOLR_sfr_20cm_009_x,Rx,None,None,TRUE
EOLR_sfr_20cm_009_y,,,EOLR_sfr_20cm_009_y,Rx,None,None,TRUE
EOLR_sfr_20cm_009_radius,,,EOLR_sfr_20cm_009_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_010_Ny8,,,EOLR_sfr_20cm_010_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_010_Ny4,,,EOLR_sfr_20cm_010_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_010_Ny2,,,EOLR_sfr_20cm_010_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_010_Acc,,,EOLR_sfr_20cm_010_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_010_x,,,EOLR_sfr_20cm_010_x,Rx,None,None,TRUE
EOLR_sfr_20cm_010_y,,,EOLR_sfr_20cm_010_y,Rx,None,None,TRUE
EOLR_sfr_20cm_010_radius,,,EOLR_sfr_20cm_010_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_011_Ny8,,,EOLR_sfr_20cm_011_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_011_Ny4,,,EOLR_sfr_20cm_011_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_011_Ny2,,,EOLR_sfr_20cm_011_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_011_Acc,,,EOLR_sfr_20cm_011_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_011_x,,,EOLR_sfr_20cm_011_x,Rx,None,None,TRUE
EOLR_sfr_20cm_011_y,,,EOLR_sfr_20cm_011_y,Rx,None,None,TRUE
EOLR_sfr_20cm_011_radius,,,EOLR_sfr_20cm_011_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_012_Ny8,,,EOLR_sfr_20cm_012_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_012_Ny4,,,EOLR_sfr_20cm_012_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_012_Ny2,,,EOLR_sfr_20cm_012_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_012_Acc,,,EOLR_sfr_20cm_012_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_012_x,,,EOLR_sfr_20cm_012_x,Rx,None,None,TRUE
EOLR_sfr_20cm_012_y,,,EOLR_sfr_20cm_012_y,Rx,None,None,TRUE
EOLR_sfr_20cm_012_radius,,,EOLR_sfr_20cm_012_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_013_Ny8,,,EOLR_sfr_20cm_013_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_013_Ny4,,,EOLR_sfr_20cm_013_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_013_Ny2,,,EOLR_sfr_20cm_013_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_013_Acc,,,EOLR_sfr_20cm_013_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_013_x,,,EOLR_sfr_20cm_013_x,Rx,None,None,TRUE
EOLR_sfr_20cm_013_y,,,EOLR_sfr_20cm_013_y,Rx,None,None,TRUE
EOLR_sfr_20cm_013_radius,,,EOLR_sfr_20cm_013_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_014_Ny8,,,EOLR_sfr_20cm_014_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_014_Ny4,,,EOLR_sfr_20cm_014_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_014_Ny2,,,EOLR_sfr_20cm_014_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_014_Acc,,,EOLR_sfr_20cm_014_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_014_x,,,EOLR_sfr_20cm_014_x,Rx,None,None,TRUE
EOLR_sfr_20cm_014_y,,,EOLR_sfr_20cm_014_y,Rx,None,None,TRUE
EOLR_sfr_20cm_014_radius,,,EOLR_sfr_20cm_014_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_015_Ny8,,,EOLR_sfr_20cm_015_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_015_Ny4,,,EOLR_sfr_20cm_015_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_015_Ny2,,,EOLR_sfr_20cm_015_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_015_Acc,,,EOLR_sfr_20cm_015_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_015_x,,,EOLR_sfr_20cm_015_x,Rx,None,None,TRUE
EOLR_sfr_20cm_015_y,,,EOLR_sfr_20cm_015_y,Rx,None,None,TRUE
EOLR_sfr_20cm_015_radius,,,EOLR_sfr_20cm_015_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_016_Ny8,,,EOLR_sfr_20cm_016_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_016_Ny4,,,EOLR_sfr_20cm_016_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_016_Ny2,,,EOLR_sfr_20cm_016_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_016_Acc,,,EOLR_sfr_20cm_016_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_016_x,,,EOLR_sfr_20cm_016_x,Rx,None,None,TRUE
EOLR_sfr_20cm_016_y,,,EOLR_sfr_20cm_016_y,Rx,None,None,TRUE
EOLR_sfr_20cm_016_radius,,,EOLR_sfr_20cm_016_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_017_Ny8,,,EOLR_sfr_20cm_017_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_017_Ny4,,,EOLR_sfr_20cm_017_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_017_Ny2,,,EOLR_sfr_20cm_017_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_017_Acc,,,EOLR_sfr_20cm_017_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_017_x,,,EOLR_sfr_20cm_017_x,Rx,None,None,TRUE
EOLR_sfr_20cm_017_y,,,EOLR_sfr_20cm_017_y,Rx,None,None,TRUE
EOLR_sfr_20cm_017_radius,,,EOLR_sfr_20cm_017_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_018_Ny8,,,EOLR_sfr_20cm_018_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_018_Ny4,,,EOLR_sfr_20cm_018_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_018_Ny2,,,EOLR_sfr_20cm_018_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_018_Acc,,,EOLR_sfr_20cm_018_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_018_x,,,EOLR_sfr_20cm_018_x,Rx,None,None,TRUE
EOLR_sfr_20cm_018_y,,,EOLR_sfr_20cm_018_y,Rx,None,None,TRUE
EOLR_sfr_20cm_018_radius,,,EOLR_sfr_20cm_018_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_019_Ny8,,,EOLR_sfr_20cm_019_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_019_Ny4,,,EOLR_sfr_20cm_019_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_019_Ny2,,,EOLR_sfr_20cm_019_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_019_Acc,,,EOLR_sfr_20cm_019_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_019_x,,,EOLR_sfr_20cm_019_x,Rx,None,None,TRUE
EOLR_sfr_20cm_019_y,,,EOLR_sfr_20cm_019_y,Rx,None,None,TRUE
EOLR_sfr_20cm_019_radius,,,EOLR_sfr_20cm_019_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_020_Ny8,,,EOLR_sfr_20cm_020_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_020_Ny4,,,EOLR_sfr_20cm_020_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_020_Ny2,,,EOLR_sfr_20cm_020_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_020_Acc,,,EOLR_sfr_20cm_020_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_020_x,,,EOLR_sfr_20cm_020_x,Rx,None,None,TRUE
EOLR_sfr_20cm_020_y,,,EOLR_sfr_20cm_020_y,Rx,None,None,TRUE
EOLR_sfr_20cm_020_radius,,,EOLR_sfr_20cm_020_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_021_Ny8,,,EOLR_sfr_20cm_021_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_021_Ny4,,,EOLR_sfr_20cm_021_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_021_Ny2,,,EOLR_sfr_20cm_021_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_021_Acc,,,EOLR_sfr_20cm_021_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_021_x,,,EOLR_sfr_20cm_021_x,Rx,None,None,TRUE
EOLR_sfr_20cm_021_y,,,EOLR_sfr_20cm_021_y,Rx,None,None,TRUE
EOLR_sfr_20cm_021_radius,,,EOLR_sfr_20cm_021_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_022_Ny8,,,EOLR_sfr_20cm_022_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_022_Ny4,,,EOLR_sfr_20cm_022_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_022_Ny2,,,EOLR_sfr_20cm_022_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_022_Acc,,,EOLR_sfr_20cm_022_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_022_x,,,EOLR_sfr_20cm_022_x,Rx,None,None,TRUE
EOLR_sfr_20cm_022_y,,,EOLR_sfr_20cm_022_y,Rx,None,None,TRUE
EOLR_sfr_20cm_022_radius,,,EOLR_sfr_20cm_022_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_023_Ny8,,,EOLR_sfr_20cm_023_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_023_Ny4,,,EOLR_sfr_20cm_023_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_023_Ny2,,,EOLR_sfr_20cm_023_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_023_Acc,,,EOLR_sfr_20cm_023_Acc,Rx,None,None,TRUE
