SUMMARY_LOG,LOWER_LIMIT,UPPER_LIMIT,SPOT_METRIC_LIV_LOG,DISTANCE_LIV_TEMPERATURE,MIN_ABNORMAL_RANGE,MAX_ABNORMAL_RANGE,INCLUDE_OK2SEND
EOLR_sfr_60cm_121_Acc,,,EOLR_sfr_60cm_121_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_121_x,,,EOLR_sfr_60cm_121_x,Rx,None,None,TRUE
EOLR_sfr_60cm_121_y,,,EOLR_sfr_60cm_121_y,Rx,None,None,TRUE
EOLR_sfr_60cm_121_radius,,,EOLR_sfr_60cm_121_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_122_Ny8,,,EOLR_sfr_60cm_122_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_122_Ny4,,,EOLR_sfr_60cm_122_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_122_Ny2,,,EOLR_sfr_60cm_122_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_122_Acc,,,EOLR_sfr_60cm_122_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_122_x,,,EOLR_sfr_60cm_122_x,Rx,None,None,TRUE
EOLR_sfr_60cm_122_y,,,EOLR_sfr_60cm_122_y,Rx,None,None,TRUE
EOLR_sfr_60cm_122_radius,,,EOLR_sfr_60cm_122_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_123_Ny8,,,EOLR_sfr_60cm_123_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_123_Ny4,,,EOLR_sfr_60cm_123_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_123_Ny2,,,EOLR_sfr_60cm_123_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_123_Acc,,,EOLR_sfr_60cm_123_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_123_x,,,EOLR_sfr_60cm_123_x,Rx,None,None,TRUE
EOLR_sfr_60cm_123_y,,,EOLR_sfr_60cm_123_y,Rx,None,None,TRUE
EOLR_sfr_60cm_123_radius,,,EOLR_sfr_60cm_123_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_124_Ny8,,,EOLR_sfr_60cm_124_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_124_Ny4,,,EOLR_sfr_60cm_124_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_124_Ny2,,,EOLR_sfr_60cm_124_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_124_Acc,,,EOLR_sfr_60cm_124_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_124_x,,,EOLR_sfr_60cm_124_x,Rx,None,None,TRUE
EOLR_sfr_60cm_124_y,,,EOLR_sfr_60cm_124_y,Rx,None,None,TRUE
EOLR_sfr_60cm_124_radius,,,EOLR_sfr_60cm_124_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_125_Ny8,,,EOLR_sfr_60cm_125_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_125_Ny4,,,EOLR_sfr_60cm_125_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_125_Ny2,,,EOLR_sfr_60cm_125_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_125_Acc,,,EOLR_sfr_60cm_125_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_125_x,,,EOLR_sfr_60cm_125_x,Rx,None,None,TRUE
EOLR_sfr_60cm_125_y,,,EOLR_sfr_60cm_125_y,Rx,None,None,TRUE
EOLR_sfr_60cm_125_radius,,,EOLR_sfr_60cm_125_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_126_Ny8,,,EOLR_sfr_60cm_126_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_126_Ny4,,,EOLR_sfr_60cm_126_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_126_Ny2,,,EOLR_sfr_60cm_126_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_126_Acc,,,EOLR_sfr_60cm_126_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_126_x,,,EOLR_sfr_60cm_126_x,Rx,None,None,TRUE
EOLR_sfr_60cm_126_y,,,EOLR_sfr_60cm_126_y,Rx,None,None,TRUE
EOLR_sfr_60cm_126_radius,,,EOLR_sfr_60cm_126_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_127_Ny8,,,EOLR_sfr_60cm_127_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_127_Ny4,,,EOLR_sfr_60cm_127_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_127_Ny2,,,EOLR_sfr_60cm_127_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_127_Acc,,,EOLR_sfr_60cm_127_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_127_x,,,EOLR_sfr_60cm_127_x,Rx,None,None,TRUE
EOLR_sfr_60cm_127_y,,,EOLR_sfr_60cm_127_y,Rx,None,None,TRUE
EOLR_sfr_60cm_127_radius,,,EOLR_sfr_60cm_127_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_128_Ny8,,,EOLR_sfr_60cm_128_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_128_Ny4,,,EOLR_sfr_60cm_128_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_128_Ny2,,,EOLR_sfr_60cm_128_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_128_Acc,,,EOLR_sfr_60cm_128_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_128_x,,,EOLR_sfr_60cm_128_x,Rx,None,None,TRUE
EOLR_sfr_60cm_128_y,,,EOLR_sfr_60cm_128_y,Rx,None,None,TRUE
EOLR_sfr_60cm_128_radius,,,EOLR_sfr_60cm_128_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_129_Ny8,,,EOLR_sfr_60cm_129_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_129_Ny4,,,EOLR_sfr_60cm_129_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_129_Ny2,,,EOLR_sfr_60cm_129_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_129_Acc,,,EOLR_sfr_60cm_129_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_129_x,,,EOLR_sfr_60cm_129_x,Rx,None,None,TRUE
EOLR_sfr_60cm_129_y,,,EOLR_sfr_60cm_129_y,Rx,None,None,TRUE
EOLR_sfr_60cm_129_radius,,,EOLR_sfr_60cm_129_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_130_Ny8,,,EOLR_sfr_60cm_130_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_130_Ny4,,,EOLR_sfr_60cm_130_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_130_Ny2,,,EOLR_sfr_60cm_130_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_130_Acc,,,EOLR_sfr_60cm_130_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_130_x,,,EOLR_sfr_60cm_130_x,Rx,None,None,TRUE
EOLR_sfr_60cm_130_y,,,EOLR_sfr_60cm_130_y,Rx,None,None,TRUE
EOLR_sfr_60cm_130_radius,,,EOLR_sfr_60cm_130_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_131_Ny8,,,EOLR_sfr_60cm_131_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_131_Ny4,,,EOLR_sfr_60cm_131_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_131_Ny2,,,EOLR_sfr_60cm_131_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_131_Acc,,,EOLR_sfr_60cm_131_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_131_x,,,EOLR_sfr_60cm_131_x,Rx,None,None,TRUE
EOLR_sfr_60cm_131_y,,,EOLR_sfr_60cm_131_y,Rx,None,None,TRUE
EOLR_sfr_60cm_131_radius,,,EOLR_sfr_60cm_131_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_132_Ny8,,,EOLR_sfr_60cm_132_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_132_Ny4,,,EOLR_sfr_60cm_132_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_132_Ny2,,,EOLR_sfr_60cm_132_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_132_Acc,,,EOLR_sfr_60cm_132_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_132_x,,,EOLR_sfr_60cm_132_x,Rx,None,None,TRUE
EOLR_sfr_60cm_132_y,,,EOLR_sfr_60cm_132_y,Rx,None,None,TRUE
EOLR_sfr_60cm_132_radius,,,EOLR_sfr_60cm_132_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_133_Ny8,,,EOLR_sfr_60cm_133_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_133_Ny4,,,EOLR_sfr_60cm_133_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_133_Ny2,,,EOLR_sfr_60cm_133_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_133_Acc,,,EOLR_sfr_60cm_133_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_133_x,,,EOLR_sfr_60cm_133_x,Rx,None,None,TRUE
EOLR_sfr_60cm_133_y,,,EOLR_sfr_60cm_133_y,Rx,None,None,TRUE
EOLR_sfr_60cm_133_radius,,,EOLR_sfr_60cm_133_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_134_Ny8,,,EOLR_sfr_60cm_134_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_134_Ny4,,,EOLR_sfr_60cm_134_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_134_Ny2,,,EOLR_sfr_60cm_134_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_134_Acc,,,EOLR_sfr_60cm_134_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_134_x,,,EOLR_sfr_60cm_134_x,Rx,None,None,TRUE
EOLR_sfr_60cm_134_y,,,EOLR_sfr_60cm_134_y,Rx,None,None,TRUE
EOLR_sfr_60cm_134_radius,,,EOLR_sfr_60cm_134_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_135_Ny8,,,EOLR_sfr_60cm_135_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_135_Ny4,,,EOLR_sfr_60cm_135_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_135_Ny2,,,EOLR_sfr_60cm_135_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_135_Acc,,,EOLR_sfr_60cm_135_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_135_x,,,EOLR_sfr_60cm_135_x,Rx,None,None,TRUE
EOLR_sfr_60cm_135_y,,,EOLR_sfr_60cm_135_y,Rx,None,None,TRUE
EOLR_sfr_60cm_135_radius,,,EOLR_sfr_60cm_135_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_136_Ny8,,,EOLR_sfr_60cm_136_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_136_Ny4,,,EOLR_sfr_60cm_136_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_136_Ny2,,,EOLR_sfr_60cm_136_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_136_Acc,,,EOLR_sfr_60cm_136_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_136_x,,,EOLR_sfr_60cm_136_x,Rx,None,None,TRUE
EOLR_sfr_60cm_136_y,,,EOLR_sfr_60cm_136_y,Rx,None,None,TRUE
EOLR_sfr_60cm_136_radius,,,EOLR_sfr_60cm_136_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_137_Ny8,,,EOLR_sfr_60cm_137_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_137_Ny4,,,EOLR_sfr_60cm_137_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_137_Ny2,,,EOLR_sfr_60cm_137_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_137_Acc,,,EOLR_sfr_60cm_137_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_137_x,,,EOLR_sfr_60cm_137_x,Rx,None,None,TRUE
EOLR_sfr_60cm_137_y,,,EOLR_sfr_60cm_137_y,Rx,None,None,TRUE
EOLR_sfr_60cm_137_radius,,,EOLR_sfr_60cm_137_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_138_Ny8,,,EOLR_sfr_60cm_138_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_138_Ny4,,,EOLR_sfr_60cm_138_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_138_Ny2,,,EOLR_sfr_60cm_138_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_138_Acc,,,EOLR_sfr_60cm_138_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_138_x,,,EOLR_sfr_60cm_138_x,Rx,None,None,TRUE
EOLR_sfr_60cm_138_y,,,EOLR_sfr_60cm_138_y,Rx,None,None,TRUE
EOLR_sfr_60cm_138_radius,,,EOLR_sfr_60cm_138_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_139_Ny8,,,EOLR_sfr_60cm_139_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_139_Ny4,,,EOLR_sfr_60cm_139_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_139_Ny2,,,EOLR_sfr_60cm_139_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_139_Acc,,,EOLR_sfr_60cm_139_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_139_x,,,EOLR_sfr_60cm_139_x,Rx,None,None,TRUE
EOLR_sfr_60cm_139_y,,,EOLR_sfr_60cm_139_y,Rx,None,None,TRUE
EOLR_sfr_60cm_139_radius,,,EOLR_sfr_60cm_139_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_140_Ny8,,,EOLR_sfr_60cm_140_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_140_Ny4,,,EOLR_sfr_60cm_140_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_140_Ny2,,,EOLR_sfr_60cm_140_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_140_Acc,,,EOLR_sfr_60cm_140_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_140_x,,,EOLR_sfr_60cm_140_x,Rx,None,None,TRUE
EOLR_sfr_60cm_140_y,,,EOLR_sfr_60cm_140_y,Rx,None,None,TRUE
EOLR_sfr_60cm_140_radius,,,EOLR_sfr_60cm_140_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_141_Ny8,,,EOLR_sfr_60cm_141_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_141_Ny4,,,EOLR_sfr_60cm_141_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_141_Ny2,,,EOLR_sfr_60cm_141_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_141_Acc,,,EOLR_sfr_60cm_141_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_141_x,,,EOLR_sfr_60cm_141_x,Rx,None,None,TRUE
EOLR_sfr_60cm_141_y,,,EOLR_sfr_60cm_141_y,Rx,None,None,TRUE
EOLR_sfr_60cm_141_radius,,,EOLR_sfr_60cm_141_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_142_Ny8,,,EOLR_sfr_60cm_142_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_142_Ny4,,,EOLR_sfr_60cm_142_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_142_Ny2,,,EOLR_sfr_60cm_142_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_142_Acc,,,EOLR_sfr_60cm_142_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_142_x,,,EOLR_sfr_60cm_142_x,Rx,None,None,TRUE
EOLR_sfr_60cm_142_y,,,EOLR_sfr_60cm_142_y,Rx,None,None,TRUE
EOLR_sfr_60cm_142_radius,,,EOLR_sfr_60cm_142_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_143_Ny8,,,EOLR_sfr_60cm_143_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_143_Ny4,,,EOLR_sfr_60cm_143_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_143_Ny2,,,EOLR_sfr_60cm_143_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_143_Acc,,,EOLR_sfr_60cm_143_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_143_x,,,EOLR_sfr_60cm_143_x,Rx,None,None,TRUE
EOLR_sfr_60cm_143_y,,,EOLR_sfr_60cm_143_y,Rx,None,None,TRUE
EOLR_sfr_60cm_143_radius,,,EOLR_sfr_60cm_143_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_144_Ny8,,,EOLR_sfr_60cm_144_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_144_Ny4,,,EOLR_sfr_60cm_144_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_144_Ny2,,,EOLR_sfr_60cm_144_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_144_Acc,,,EOLR_sfr_60cm_144_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_144_x,,,EOLR_sfr_60cm_144_x,Rx,None,None,TRUE
EOLR_sfr_60cm_144_y,,,EOLR_sfr_60cm_144_y,Rx,None,None,TRUE
EOLR_sfr_60cm_144_radius,,,EOLR_sfr_60cm_144_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_145_Ny8,,,EOLR_sfr_60cm_145_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_145_Ny4,,,EOLR_sfr_60cm_145_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_145_Ny2,,,EOLR_sfr_60cm_145_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_145_Acc,,,EOLR_sfr_60cm_145_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_145_x,,,EOLR_sfr_60cm_145_x,Rx,None,None,TRUE
EOLR_sfr_60cm_145_y,,,EOLR_sfr_60cm_145_y,Rx,None,None,TRUE
EOLR_sfr_60cm_145_radius,,,EOLR_sfr_60cm_145_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_146_Ny8,,,EOLR_sfr_60cm_146_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_146_Ny4,,,EOLR_sfr_60cm_146_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_146_Ny2,,,EOLR_sfr_60cm_146_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_146_Acc,,,EOLR_sfr_60cm_146_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_146_x,,,EOLR_sfr_60cm_146_x,Rx,None,None,TRUE
EOLR_sfr_60cm_146_y,,,EOLR_sfr_60cm_146_y,Rx,None,None,TRUE
EOLR_sfr_60cm_146_radius,,,EOLR_sfr_60cm_146_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_147_Ny8,,,EOLR_sfr_60cm_147_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_147_Ny4,,,EOLR_sfr_60cm_147_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_147_Ny2,,,EOLR_sfr_60cm_147_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_147_Acc,,,EOLR_sfr_60cm_147_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_147_x,,,EOLR_sfr_60cm_147_x,Rx,None,None,TRUE
EOLR_sfr_60cm_147_y,,,EOLR_sfr_60cm_147_y,Rx,None,None,TRUE
EOLR_sfr_60cm_147_radius,,,EOLR_sfr_60cm_147_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_148_Ny8,,,EOLR_sfr_60cm_148_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_148_Ny4,,,EOLR_sfr_60cm_148_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_148_Ny2,,,EOLR_sfr_60cm_148_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_148_Acc,,,EOLR_sfr_60cm_148_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_148_x,,,EOLR_sfr_60cm_148_x,Rx,None,None,TRUE
EOLR_sfr_60cm_148_y,,,EOLR_sfr_60cm_148_y,Rx,None,None,TRUE
EOLR_sfr_60cm_148_radius,,,EOLR_sfr_60cm_148_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_149_Ny8,,,EOLR_sfr_60cm_149_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_149_Ny4,,,EOLR_sfr_60cm_149_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_149_Ny2,,,EOLR_sfr_60cm_149_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_149_Acc,,,EOLR_sfr_60cm_149_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_149_x,,,EOLR_sfr_60cm_149_x,Rx,None,None,TRUE
EOLR_sfr_60cm_149_y,,,EOLR_sfr_60cm_149_y,Rx,None,None,TRUE
EOLR_sfr_60cm_149_radius,,,EOLR_sfr_60cm_149_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_150_Ny8,,,EOLR_sfr_60cm_150_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_150_Ny4,,,EOLR_sfr_60cm_150_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_150_Ny2,,,EOLR_sfr_60cm_150_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_150_Acc,,,EOLR_sfr_60cm_150_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_150_x,,,EOLR_sfr_60cm_150_x,Rx,None,None,TRUE
EOLR_sfr_60cm_150_y,,,EOLR_sfr_60cm_150_y,Rx,None,None,TRUE
EOLR_sfr_60cm_150_radius,,,EOLR_sfr_60cm_150_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_151_Ny8,,,EOLR_sfr_60cm_151_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_151_Ny4,,,EOLR_sfr_60cm_151_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_151_Ny2,,,EOLR_sfr_60cm_151_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_151_Acc,,,EOLR_sfr_60cm_151_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_151_x,,,EOLR_sfr_60cm_151_x,Rx,None,None,TRUE
EOLR_sfr_60cm_151_y,,,EOLR_sfr_60cm_151_y,Rx,None,None,TRUE
EOLR_sfr_60cm_151_radius,,,EOLR_sfr_60cm_151_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_152_Ny8,,,EOLR_sfr_60cm_152_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_152_Ny4,,,EOLR_sfr_60cm_152_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_152_Ny2,,,EOLR_sfr_60cm_152_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_152_Acc,,,EOLR_sfr_60cm_152_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_152_x,,,EOLR_sfr_60cm_152_x,Rx,None,None,TRUE
EOLR_sfr_60cm_152_y,,,EOLR_sfr_60cm_152_y,Rx,None,None,TRUE
EOLR_sfr_60cm_152_radius,,,EOLR_sfr_60cm_152_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_153_Ny8,,,EOLR_sfr_60cm_153_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_153_Ny4,,,EOLR_sfr_60cm_153_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_153_Ny2,,,EOLR_sfr_60cm_153_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_153_Acc,,,EOLR_sfr_60cm_153_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_153_x,,,EOLR_sfr_60cm_153_x,Rx,None,None,TRUE
EOLR_sfr_60cm_153_y,,,EOLR_sfr_60cm_153_y,Rx,None,None,TRUE
EOLR_sfr_60cm_153_radius,,,EOLR_sfr_60cm_153_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_154_Ny8,,,EOLR_sfr_60cm_154_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_154_Ny4,,,EOLR_sfr_60cm_154_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_154_Ny2,,,EOLR_sfr_60cm_154_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_154_Acc,,,EOLR_sfr_60cm_154_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_154_x,,,EOLR_sfr_60cm_154_x,Rx,None,None,TRUE
EOLR_sfr_60cm_154_y,,,EOLR_sfr_60cm_154_y,Rx,None,None,TRUE
EOLR_sfr_60cm_154_radius,,,EOLR_sfr_60cm_154_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_Ny2_cen_avg_sag,,,EOLR_sfr_60cm_Ny2_cen_avg_sag,Rx,None,None,TRUE
EOLR_sfr_60cm_Ny2_cen_min_tan,0.39,1,EOLR_sfr_60cm_Ny2_cen_min_tan,Rx,None,None,TRUE
EOLR_sfr_60cm_Ny2_cen_avg_tan,0.44,1,EOLR_sfr_60cm_Ny2_cen_avg_tan,Rx,None,None,TRUE
EOLR_sfr_60cm_Ny2_30F_min_tan,0.35,1,EOLR_sfr_60cm_Ny2_30F_min_tan,Rx,None,None,TRUE
EOLR_sfr_60cm_Ny2_30F_min_sag,0.37,1,EOLR_sfr_60cm_Ny2_30F_min_sag,Rx,None,None,TRUE
EOLR_sfr_60cm_Ny2_60F_min_tan,0.29,1,EOLR_sfr_60cm_Ny2_60F_min_tan,Rx,None,None,TRUE
EOLR_sfr_60cm_Ny2_60F_min_sag,0.34,1,EOLR_sfr_60cm_Ny2_60F_min_sag,Rx,None,None,TRUE
EOLR_sfr_60cm_Ny2_75F_min_tan,0.26,1,EOLR_sfr_60cm_Ny2_75F_min_tan,Rx,None,None,TRUE
EOLR_sfr_60cm_Ny2_75F_min_sag,0.32,1,EOLR_sfr_60cm_Ny2_75F_min_sag,Rx,None,None,TRUE
EOLR_sfr_60cm_Ny2_edge_min_tan,0.21,1,EOLR_sfr_60cm_Ny2_edge_min_tan,Rx,None,None,TRUE
EOLR_sfr_60cm_Ny2_edge_min_sag,0.24,1,EOLR_sfr_60cm_Ny2_edge_min_sag,Rx,None,None,TRUE
EOLR_sfr_60cm_Ny2_TB_Inner_Delta,-0.13,0.13,EOLR_sfr_60cm_Ny2_TB_Inner_Delta,Rx,None,None,TRUE
EOLR_sfr_60cm_Ny2_LR_Inner_Delta,-0.18,0.18,EOLR_sfr_60cm_Ny2_LR_Inner_Delta,Rx,None,None,TRUE
EOLR_sfr_60cm_Ny2_TB_Mid_Delta,-0.17,0.17,EOLR_sfr_60cm_Ny2_TB_Mid_Delta,Rx,None,None,TRUE
EOLR_sfr_60cm_Ny2_LR_Mid_Delta,-0.13,0.13,EOLR_sfr_60cm_Ny2_LR_Mid_Delta,Rx,None,None,TRUE
EOLR_sfr_60cm_Ny2_TB_Edge_Delta,-0.22,0.22,EOLR_sfr_60cm_Ny2_TB_Edge_Delta,Rx,None,None,TRUE
EOLR_sfr_60cm_Ny2_LR_Edge_Delta,-0.19,0.19,EOLR_sfr_60cm_Ny2_LR_Edge_Delta,Rx,None,None,TRUE
EOLR_sfr_60cm_Ny2_Max_Inner_Delta,0,0.19,EOLR_sfr_60cm_Ny2_Max_Inner_Delta,Rx,None,None,TRUE
EOLR_sfr_60cm_Ny2_Max_Mid_Delta,0,0.18,EOLR_sfr_60cm_Ny2_Max_Mid_Delta,Rx,None,None,TRUE
EOLR_sfr_60cm_Ny2_Max_Edge_Delta,0,0.28,EOLR_sfr_60cm_Ny2_Max_Edge_Delta,Rx,None,None,TRUE
EOLR_sfr_60cm_Ny2_cen_min_tan_x,,,EOLR_sfr_60cm_Ny2_cen_min_tan_x,Rx,None,None,TRUE
